raw,processed,label
Cepet bangeth pengirimannya &amp; barang pesanan sesuai order. Ini Dove nya yg kefoto hanya 1 karena satunya lagi dah keburu dipake. Thanks yaa.,cepat bangeth kirim amp barang pesan sesuai order ini dove nya yang foto hanya karena satu lagi sudah lanjur pakai terima kasih ya,1
tks bonus nya,terima kasih bonus nya,1
ongkir mahal,ongkos kirim mahal,0
Recommended seller dan product 👍,recommended seller dan product,1
Respon dan proses pengiriman lumayan lama,respon dan proses kirim lumayan lama,1
Barang sudah sampai dengan Amann.. dikemas dengan rapi.. pengiriman oke; Kualitas oke;  Harga bersahabat;  Thanks seller.. Sukses selalu..  ,barang sudah sampai dengan amann kemas dengan rapi kirim oke kualitas oke harga sahabat terima kasih seller sukses selalu,1
Pengiriman lama. Kalo di hitung hitung; belanja di sini lebih mahal ,kirim lama jika di hitung hitung belanja di sini lebih mahal,0
saya ada sedikit alergi gatal. dengan rasa rose; alergi saya kambuh. tapi dengan rasa plain putih dan ungu; tidak kambuh. sepertinya ada sesuatu di rose yg bikin alergi saya kambuh.,saya ada sedikit alergi gatal dengan rasa rose alergi saya kambuh tapi dengan rasa plain putih dan ungu tidak kambuh seperti ada sesuatu di rose yang buat alergi saya kambuh,0
Barang ori; pengiriman tepat waktu,barang orisinal kirim tepat waktu,1
Original product. Fast delivery.  Thank you,original product fast delivery thank you,1
thx Ka barang sudah diterima sesuai pesanan,terimakasih kakak barang sudah terima sesuai pesan,1
Kualitas produk baik; Packing rapih pengiriman cepaattt,kualitas produk baik packing rapi kirim cepaat,1
semoga cocok; makasih,moga cocok terima kasih,1
Bagus berkualitas harga mumer,bagus kualitas harga mumer,1
Produk sdh sering dipakai sangat lembut &amp; harum,produk sudah sering pakai sangat lembut amp harum,1
beli 4 paket ada 2 yg bocor.  dibuka isinya tinggal setengah 😪😪 Kardusnya packaging nya juga berantakan/ setengah ancur,beli paket ada yang bocor buka isi tinggal tengah kardus packaging nya juga beranta tengah hancur,0
Honest review; kalau mau pake kurir toko nyampenya 1 minggu,honest review kalau mau pakai kurir toko sampai minggu,0
barang sampai aman,barang sampai aman,1
kurir slow respon; produk sesuai deskripsi ,kurir slow respon produk sesuai deskripsi,1
Proses tidak cepat.,proses tidak cepat,0
sudah di cancel sebelum mereka packing barang tp tetap dikirim padahal mau ganti barang,sudah di batal belum mereka packing barang tapi tetap kirim padahal mau ganti barang,0
Barang sesuai pesanan; pengiriman agak lambat,barang sesuai pesan kirim agak lambat,1
Pengiriman terlalu lama,kirim terlalu lama,0
barang cepat sampai dan packing rapi dan aman..thanks ya,barang cepat sampai dan packing rapi dan aman terima kasih iya,1
Kopi yg benar2 enak👍,kopi yang benar enak,1
Penjual ok fast respon p sayang tas yg diminta hitam sampai tujuan hijau,jual ok fast respon p sayang tas yang minta hitam sampai tuju hijau,0
barang sdh diterima dan sdh sesuai yg diorder; packing baik; pengiriman cepat,barang sudah terima dan sudah sesuai yang order packing baik kirim cepat,1
cepat sampai &amp; packing aman,cepat sampai amp packing aman,1
dapat harga promo; packing ok; pengiriman cepat,dapat harga promo packing ok kirim cepat,1
respon dan pengiriman cepat...,respon dan kirim cepat,1
mantap. sesuai pesanan. packing rapih dan aman. terima kasih ya juragan.,mantap sesuai pesan packing rapi dan aman terima kasih iya juragan,1
Akan lebih baik bila packagingnya bisa menjadi jauh lebih simple,akan lebih baik bila packagingnya bisa jadi jauh lebih simple,0
Semua2 nya ok.. Mantap jaya..,semua nya ok mantap jaya,1
thanks gan... thanks tokopedia,terima kasih juragan terima kasih tokopedia,1
Pesen 2macam barang yg dikirim 1...,pesan macam barang yang kirim,0
karena salah pengiriman (barang yg diterima tdk sesuai dg yg diorder) belanja tgl 12 juni baru diterima tgl 29 juni. Blm lg ribetnya proses komplain bikin trauma &amp; kapok belanja di unilever. sudah lama dlm pengiriman lama pula solusi komplainnya. 😥😫😪😔,karena salah kirim barang yang terima tidak sesuai dengan yang order belanja tanggal juni baru terima tanggal juni belum lagi ribetnya proses komplain buat trauma amp kapok belanja di unilever sudah lama dalam kirim lama pula solusi komplain,0
sariwanginya blm dikirim,sariwanginya belum kirim,0
katanya bandling dancow; ternyata tidak ada. lalai atau sengaja.. who knows,kata bandling dancow nyata tidak ada lalai atau sengaja who knows,1
dari 6 kaleng; 4 nya penyok; salah di ekspedisi apa emang dari sebelum dikirim udah penyok,dari kaleng nya penyok salah di ekspedisi apa memang dari belum kirim sudah penyok,0
Pas dateng emang di bubble wrap; tp ternyata tutup botol nya kurang rapet jd rada tumpah &amp; cairan nya berkurang tp untung ga berkurang banyak jd msh ttp bisa dipake,pas datang memang di bubble wrap tapi nyata tutup botol nya kurang rapet jadi agak tumpah amp cair nya kurang tapi untung tidak kurang banyak jadi masih tetap bisa pakai,0
kayak ngirim barang dari luar negeri. lamanya luar biasa.,seperti kirim barang dari luar negeri lama luar biasa,0
respon n packing cepat. Ok👍,respon dan packing cepat ok,1
barang yang dipesan beda dengan yang diterima,barang yang pes beda dengan yang terima,0
barang yang diterima kurang,barang yang terima kurang,0
edan lama pengirimannya sampe seminggu.. pesan barang barengan produk w*ngs; udah sampe duluan. produk unilever ga nyampe2,edan lama kirim sampai minggu pesan barang bareng produk aku ngs sudah sampai duluan produk unilever tidak sampai,0
Barang sdh diterima. Terima kasih ada bonusnya. Reccomended seller,barang sudah terima terima kasih ada bonus reccomended seller,1
Beli apa yg dikirim malah pepsodent..nextnya tolong dicek lagi orderannya;jgn sembarang kirim..ga semua orang mau kirim balik buat tuker barang..termasuk saya,beli apa yang kirim bahkan pepsodent nextnya tolong cek lagi order jangan sembarang kirim tidak semua orang mau kirim balik buat tuker barang masuk saya,0
recommended; pengiriman cepat,recommended kirim cepat,1
lain kali tolong di cek yg bnr dongg; mesen yg 900ml malah yg dateng 450ml yg dateng kasturi musk lg;; gak sesuai deskripsinya!!!  tolong di perbaiki yg benar??,lain kali tolong di cek yang benar dong mesen yang ml bahkan yang datang ml yang datang kasturi musk lagi enggak sesuai deskripsi tolong di baik yang benar,0
hati - hati belanja disini;  official store tapi pelayanan mengecewakan. Pengiriman amat sangat lama.  Bolak balik tanya ke penjual tidak ada kejelasan.  Ketika akhirnya dikirimkan;  yanh dikirim tidak sesuai jumlahnya.  Beli 20 pcs dikirim hanya 10 pcs.  ketika di complain meminta video unboxing padahal pada deskripsi produk tidak ada disebutkan.  Dan penjual sendiri tidak bisa memberikan video ketika melakukan pengemasan.  Pilihan pengiriman lewat kurir official store tidak berarti. Entah nyangkut dimana 10 botol bear brand tersebut;  tidak sampai ke saya.  Super dissapointed. Kalau ada pilihan tanpa bintang akan saya pilih pilihan tanpa bintang.  Dan ternyata setelah baca respon pembeli yang lain;  keluhan pengiriman sangat lama dan pengiriman tidak sesuai jumlahnya sudah pernah terjadi sebelumnya.,hati hati belanja sini official store tapi layan kecewa kirim amat sangat lama bolak balik tanya ke jual tidak ada jelas ketika akhir kirim yanh kirim tidak sesuai jumlah beli pcs kirim hanya pcs ketika di complain minta video unboxing padahal pada deskripsi produk tidak ada sebut dan jual sendiri tidak bisa beri video ketika laku emas pilih kirim lewat kurir official store tidak arti tidak tahu nyangkut mana botol bear brand sebut tidak sampai ke saya super di apointed kalau ada pilih tanpa bintang akan saya pilih pilih tanpa bintang dan nyata telah baca respon beli yang lain keluh kirim sangat lama dan kirim tidak sesuai jumlah sudah pernah jadi belum,0
Sipp packing Aman dan expired msh panjang ,sip packing aman dan expired masih panjang,1
kaleng penyok penyok ,kaleng penyok penyok,1
pesanan pertama kali diterima ancur dan ini pesanan yg kedua ancur jg padahal udh kasih note dan chat ke admin dl sblmnya minta tolong dipacking yg aman krn pengalaman pesanan yg pertama. tp sepertinya percuma. fix pembelian terakhir lbh baik pindah toko yg bkn official store,pesan pertama kali terima hancur dan ini pesan yang dua hancur juga padahal udah kasih note dan chat ke admin dulu belum minta tolong dipacking yang aman karena alam pesan yang pertama tapi seperti percuma fix beli akhir lebih baik pindah toko yang bukan official store,0
Cukup sekali pesan nya krn barang tidak pernah diterima ,cukup sekali pesan nya karena barang tidak pernah terima,0
ngepacknya terlalu asal2an untung gaada yang bocor; sampe sabun batangnya patah. udah pengirimannya lama.,ngepacknya terlalu asal an untung tidak ada yang bocor sampai sabun batang patah sudah kirim lama,0
Cpt respond nya,cepat respond nya,1
Pengirimannya lama banget.,kirim lama banget,0
Cucok hanya merk ini 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,cocok hanya merk ini,1
pengiriman cepat;  pengemasan nya bagus; tapi sampai ke tujuan; vixal bocor; sahun lifebuoy pecah....mohon diperbaiki bagian pengiriman....kemungkinan barang dibanting/kebanting sehingga barang di dalamnya pecah...,kirim cepat emas nya bagus tapi sampai ke tuju vixal bocor sahun lifebuoy pecah mohon baik bagi kirim mungkin barang banting banting sehingga barang di dalam pecah,0
Barangnya bagus dan baik; packing nya juga bagus,barang bagus dan baik packing nya juga bagus,1
respon cepat; packing rapi n ok,respon cepat packing rapi dan ok,1
bismillah smg bisa gemuk; aamiin,bismillah moga bisa gemuk amin,1
kalo dari toko nya si oke.. cuma sayang nya kurirnya aja slow banget ngirim nya..,jika dari toko nya sih oke cuma sayang nya kurir saja slow banget kirim nya,1
Favorit nya anak ku kl sarapan,favorit nya anak ku kalo sarap,1
baunya kurang enak ya,bau kurang enak iya,0
Keren  packing nya Aman Dan Rapi proses pengiriman cepat ,keren packing nya aman dan rapi proses kirim cepat,1
Silakan gunakan lebih sedikit plastik untuk pengepakan!,sila guna lebih sedikit plastik untuk epak,0
barang kirim ke salah tempat,barang kirim ke salah tempat,0
pick upya lama; bisa 7 hari baru sampe tangerang ke jakarta,pick upya lama bisa hari baru sampai tangerang ke jakarta,0
pengiriman cepat; harganya lebih murah drpd mart2 an di pinggir jalan. tp ada beberapa kaleng yg penyot..,kirim cepat harga lebih murah daripada mart an di pinggir jalan tapi ada beberapa kaleng yang penyot,1
Barang dikirim tanpa invoice maupun perincian barang2 yg dibeli. Overall it&#39;s ok.,barang kirim tanpa invoice maupun perinci barang yang beli overall itu si ok,1
Pengiriman lama; packing asal,kirim lama packing asal,0
packing ok; harganya ok,packing ok harga ok,1
Barang sesuai pesanan 👍  Terima kasih seller 🙏 ,barang sesuai pesan terima kasih seller,1
produk sesuai deskripsi tapi proses pengiriman lambat,produk sesuai deskripsi tapi proses kirim lambat,0
barang sesuai; pengiriman cepat; kualitas oke 😀😀😀😀😀😀😀,barang sesuai kirim cepat kualitas oke,1
Paket di kemas dengan rapi dan bagus 👍👍 Terimakasih Lifebouy🌻,paket di kemas dengan rapi dan bagus terimakasih lifebouy,1
Pesan 15/03 landing 17/03. Packing aman &amp; rapi. Tks,pesan landing packing aman amp rapi terima kasih,1
Kardus bolong2 dan robek; pengemasan kurang aman,kardus bolong dan robek emas kurang aman,1
barang cepat sampai dan sesuai pesanan,barang cepat sampai dan sesuai pesan,1
dpt gratis Molto pewangi 280...kereeen,dapat gratis molto wangi keren,1
Pembelian tgl 15 agustus; pengiriman tgl 19 agustus; sampai tempat tgl 23 agustus.. lamaaaa sekaliiiiii 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,beli tanggal agustus kirim tanggal agustus sampai tempat tanggal agustus lama sekali,0
suka sesuai pesanan tetap amanah dan makin sukses 👍🏼👍🏼👍🏼,suka sesuai pesan tetap amanah dan makin sukses,1
Produknya semua bagus cuma ngirimnya agak lama..,produk semua bagus cuma ngirimnya agak lama,0
Sampe barangnya 1 minggu; komplain karna kurang barangnya sampe 5 hari; tp barang yg kurang gadikirim2 pdhl setuju. mantapppp,sampai barang minggu komplain karena kurang barang sampai hari tapi barang yang kurang gadikirim padahal tuju mantap,0
isinya bocor yg 1; tinggal setengah,isi bocor yang tinggal tengah,0
paraaahhhhh pengiriman dan handling complainnya...👎,parah kirim dan handling complainnya,0
perhatian; bisa jadi hal ini sudah dan akan dialami oleh customer lainnya.. saya kecewa dg unilever; ini pembelian sblmnya yg blm saya nilai dimana pembelian ini ada 6 item yg kurang; karena itemnya banyak dan nilainya lumayan; dg segala upaya tanpa kirim video akhirnya dikirim ulang dg 2x pengiriman (jadi total 3x kirim). sept saya beli lagi dan kurang lagi hehe ya sudah lengkap kecewa saya. mgkn pembelian sblm2nya jg ada kurang 1 2 item tp saya gak notice; ketahuan baru ini aja krn kurangnya banyak... tolong tingkatkan lagi kinerjanya agar tidak ditinggal pelanggan yg kecewa.,perhati bisa jadi hal ini sudah dan akan alami oleh customer lain saya kecewa dengan unilever ini beli belum yang belum saya nilai mana beli ini ada hitam yang kurang karena item banyak dan nilai lumayan dengan segala upaya tanpa kirim video akhir kirim ulang dengan kali kirim jadi total kali kirim september saya beli lagi dan kurang lagi he iya sudah lengkap kecewa saya mungkin beli seblum nya juga ada kurang hitam tapi saya enggak notice tahu baru ini saja karena kurang banyak tolong tingkat lagi kerja agar tidak tinggal langgan yang kecewa,0
Waktu proses pesanan lama; mohon diperhatikan,waktu proses pesan lama mohon perhati,0
pengiriman cepat dan packing rapih,kirim cepat dan packing rapi,1
Barang sesuai dengan pesanan 👍👍👍...,barang sesuai dengan pesan,1
asli belanja di sini emang worth it banget. gratis ongkir; dapet diskon dari tokped; dikasih bonus pulak dan vaseline emang bagus banget; kalo rajin dipake pas malem; pasti hasilnya bakal keliatan; kulit jadi lebih lembab dan cerah gitu thanks tokped,asli belanja di sini memang nila itu banget gratis ongkos kirim dapat diskon dari tokped kasih bonus pula dan vaseline memang bagus banget jika rajin pakai pas malam pasti hasil bakal lihat kulit jadi lebih lembab dan cerah begitu terima kasih tokped,1
Banyak penyoknya; ga mngkn QC smpe 3x tp bgini; mo diurus males krn kburu kecewa; jd cukup tau aja,banyak penyok tidak mungkin qc sampai kali tapi begini mau urus malas karena kburu kecewa jadi cukup tahu saja,0
Kacau sih ini official store. ngirim produk bisa sampai salah. dikirim 770gr 2pcs bukan 1;8kg. Dan saat ini belum ada penyelesaian. harusnya bisa lebih teliti untuk staff packingnya. mohon untuk ditindaklanjuti. Karena saya jg baru sempat buka paket dan masa ajukan komplain sudah lewat. parahnya saya sudah retur barang dan sampai saat ini penjual blm jg merespon dan blm jg mengirim barangnya kembali. apes emang; sekelas official store yg dikelola Sirclo buruk sekali pelayanannya. ,kacau sih ini official store kirim produk bisa sampai salah kirim gara pcs bukan kg dan saat ini belum ada selesai harus bisa lebih teliti untuk staff packingnya mohon untuk ditindaklanjuti karena saya juga baru sempat buka paket dan masa aju komplain sudah lewat parah saya sudah retur barang dan sampai saat ini jual belum juga merespon dan belum juga kirim barang kembali sial memang kelas official store yang kelola sirclo buruk sekali layan,0
